"gene_id","SRR1177997","SRR1177999","SRR1178002","SRR1178014","SRR1178021","SRR1178047","SRR1177963","SRR1177964","SRR1177965"
"NM_031066","9","18","4","8","6","18","16","8","2"
"NM_001025660","7318","7469","6798","5684","4338","4790","5716","6109","5380"
"NM_001191994","26","36","59","35","49","50","21","23","15"
"NM_001008325","348","421","343","335","357","299","461","355","307"
"NM_181375","0","0","0","0","1","0","0","0","0"
"NM_001108135","0","2","1","1","1","0","0","4","2"
"NM_001106812","0","5","0","0","2","4","3","2","0"
"NM_001004245","294","344","289","290","318","400","197","251","183"
"NM_199398","0","0","0","0","0","0","0","0","0"
"NM_001108759","1044","1162","1015","905","908","897","860","689","709"
"NM_053482","114","101","88","109","153","136","262","175","192"
"NM_001009344","160","180","167","220","535","583","204","215","165"
"NM_001001081","0","0","0","0","0","0","0","0","0"
"NM_001000435","0","0","0","0","0","0","0","0","0"
"NM_001000820","0","0","0","0","0","0","0","0","0"
"NM_001001120","0","0","0","0","0","0","0","0","0"
"NM_001000436","0","0","0","0","0","0","0","0","0"
"NM_001000819","0","0","0","0","0","0","0","0","0"
"NM_001000966","0","0","0","0","0","0","0","0","0"
"NM_001000818","0","0","0","0","0","0","0","0","0"
"NM_001000817","0","0","0","0","0","0","0","0","0"
"NM_001001082","0","0","0","0","0","0","0","0","0"
"NM_001000437","0","0","0","0","0","0","0","0","0"
"NM_001000816","0","0","0","0","0","0","0","0","0"
"NM_001000815","0","0","0","0","0","0","0","0","0"
"NM_001000438","0","0","0","0","0","0","0","0","0"
"NM_001000439","0","0","0","0","0","0","0","0","0"
"NM_001000965","0","0","0","0","0","0","0","0","0"
"NM_001000814","0","0","0","0","0","0","0","0","0"
"NM_001000488","0","0","0","0","0","0","0","0","0"
"NM_001000440","0","0","0","0","0","0","0","0","0"
"NM_001000442","0","0","0","0","0","0","0","0","0"
"NM_001000443","0","0","0","0","0","0","0","0","0"
"NM_001000964","0","0","0","0","0","0","0","0","0"
"NM_001000444","0","0","0","0","0","0","0","0","0"
"NM_001000595","0","0","0","0","0","0","0","0","0"
"NM_001001083","0","0","0","0","0","0","0","0","0"
"NM_001000441","0","0","0","0","0","0","0","0","0"
"NM_001000446","0","0","0","0","0","0","0","0","0"
"NM_001000963","0","0","0","0","0","0","0","0","0"
"NM_001001013","0","0","0","0","0","0","0","0","0"
"NM_001000811","0","0","0","0","0","0","0","0","0"
"NM_001000448","0","0","0","0","0","0","0","0","0"
"NM_001000449","0","0","0","0","0","0","0","0","0"
"NM_001109061","221","287","264","368","579","584","358","264","274"
"NM_001001084","0","0","0","0","0","0","0","0","0"
"NM_001000813","0","0","0","0","0","0","0","0","0"
"NM_001000812","0","0","0","0","0","0","0","0","0"
"NM_001000447","0","0","0","0","0","0","0","0","0"
"NM_001000445","0","0","0","0","0","0","0","0","0"
"NM_001000808","0","0","0","0","0","0","0","0","0"
"NM_001000807","0","0","0","0","0","0","0","0","0"
"NM_001001020","0","0","0","0","0","0","0","0","0"
"NM_001000810","0","0","0","0","0","0","0","0","0"
"NM_001000809","0","0","0","0","0","0","0","0","0"
"NM_001000806","0","0","0","0","0","0","0","0","0"
"NM_001000453","0","0","0","0","0","0","0","0","0"
"NM_001000452","0","0","0","0","0","0","0","0","0"
"NM_001000451","0","0","0","0","0","0","0","0","0"
"NM_001000450","0","0","0","0","0","0","0","0","0"
"NM_198755","1834","1941","1694","1312","1847","2346","1328","1303","1445"
"NM_001000454","0","0","0","0","0","0","0","0","0"
"NM_001000805","0","0","0","0","0","0","0","0","0"
"NM_001001085","0","0","0","0","0","0","0","0","0"
"NM_001001086","0","0","0","0","0","0","0","0","0"
"NM_001000596","0","0","0","0","0","0","0","0","0"
"NM_001000455","0","0","0","0","0","2","0","0","0"
"NM_001000962","0","0","0","0","0","0","0","0","0"
"NM_001000804","0","0","0","0","0","0","0","0","0"
"NM_001000457","0","0","0","0","0","0","0","0","0"
"NM_001000456","0","0","0","0","0","0","0","0","0"
"NM_001000802","0","0","0","0","0","0","0","0","0"
"NM_001000803","0","0","0","0","0","0","0","0","0"
"NM_173129","0","0","0","0","0","0","0","0","0"
"NM_173300","0","0","0","0","0","0","0","0","0"
"NM_001000458","0","0","0","0","0","0","0","0","0"
"NM_001000801","0","0","0","0","0","0","0","0","0"
"NM_001000800","0","0","0","0","0","0","0","0","0"
"NM_001000961","0","0","0","0","0","0","0","0","0"
"NM_001000518","0","0","0","0","0","0","0","0","0"
"NM_001000517","0","0","0","0","0","0","0","0","0"
"NM_001000799","0","0","0","0","0","0","0","0","0"
"NM_001000798","0","0","0","0","0","0","0","0","0"
"NM_001000459","0","0","0","0","0","0","0","0","0"
"NM_001000960","0","0","0","0","0","0","0","0","0"
"NM_001000797","0","0","0","0","0","0","0","0","0"
"NM_001000597","0","0","0","0","0","0","0","0","0"
"NM_001000460","0","0","0","0","0","0","0","0","0"
"NM_001000461","0","0","0","0","0","0","0","0","0"
"NM_001000462","0","0","0","0","0","0","0","0","0"
"NM_001000463","0","0","0","0","0","0","0","0","0"
"NM_001000796","0","0","0","0","0","0","0","0","0"
"NM_001000464","0","0","0","0","0","0","0","0","0"
"NM_001000959","0","0","0","0","0","0","0","0","0"
"NM_001000519","0","0","0","0","0","0","0","0","0"
"NM_001000465","0","0","0","0","0","0","0","0","0"
"NM_001000795","0","0","0","0","0","0","0","0","0"
"NM_001000466","0","0","0","0","0","0","0","0","0"
"NM_001000794","0","0","0","0","0","0","0","0","0"
"NM_001000468","0","0","0","0","0","0","0","0","0"
"NM_001000467","0","0","0","0","0","0","0","0","0"
"NM_001000469","0","0","0","0","0","0","0","0","0"
"NM_001000793","0","0","0","0","0","0","0","0","0"
"NM_001001087","0","0","0","0","0","0","0","0","0"
"NM_001000470","0","0","0","0","0","0","0","0","0"
"NM_001000471","0","0","0","0","0","0","0","0","0"
"NM_001000792","0","0","0","0","0","0","0","0","0"
"NM_001000472","0","0","0","0","0","0","0","0","0"
"NM_001000473","0","0","0","0","0","0","0","0","0"
"NM_001000474","0","0","0","0","0","0","0","0","0"
"NM_001000475","0","0","0","0","0","0","0","0","0"
"NM_001000599","0","0","0","0","0","0","0","0","0"
"NM_001000478","0","0","0","0","0","0","0","0","0"
"NM_001000791","0","0","0","0","0","0","0","0","0"
"NM_001000476","0","0","0","0","0","0","0","0","0"
"NM_001000790","0","0","0","0","0","0","0","0","0"
"NM_001000477","0","0","0","0","0","0","0","0","0"
"NM_001000479","0","0","0","0","0","0","0","0","0"
"NM_001000480","0","0","0","0","0","0","0","0","0"
"NM_001024359","0","0","0","0","0","0","0","0","0"
"NM_001000789","0","0","0","0","0","0","0","0","0"
"NM_001000481","0","0","0","0","0","0","0","0","0"
"NM_001109290","196","155","124","259","306","429","378","393","343"
"NM_001000482","0","0","0","0","0","0","0","0","0"
"NM_173154","17","28","34","42","26","27","22","12","28"
"NM_001191995","0","0","0","0","0","0","0","0","0"
"NM_024351","98","149","114","268","1102","938","220","224","290"
"NM_001106813","0","4","0","3","1","3","2","0","0"
"NR_031801","0","0","0","0","0","0","0","0","0"
"NR_031858","0","0","0","0","0","0","0","0","0"
"NR_037385","0","0","0","0","0","0","0","0","0"
"NR_031869","0","0","0","0","0","0","0","0","0"
"NR_037614","0","2","0","0","0","2","2","4","0"
"NM_053642","6907","7341","6774","12115","6892","6667","6204","6009","5265"
"NM_001014089","299","328","298","824","1010","1271","183","233","172"
"NM_001108136","5","2","2","5","5","2","2","4","1"
"NM_001014090","5061","4479","3345","1379","1295","1111","1411","762","1182"
"NM_001106815","0","0","0","0","0","2","0","0","0"
"NM_012673","13","12","21","11","2","2","4","10","11"
"NM_023983","10","8","6","12","2","5","3","7","7"
"NM_001113748","763","755","717","704","843","872","533","473","472"
"NM_001012123","70","88","80","52","16","40","29","32","46"
"NM_001108137","0","0","2","3","0","0","2","2","8"
"NM_001034009","0","0","0","0","0","0","0","0","0"
"NM_001013953","6","0","0","2","0","2","2","0","2"
"NM_001109291","166","156","160","254","268","356","254","192","108"
"NM_001191996","5","21","17","5","2","6","7","19","17"
"NM_001106816","4","4","4","10","6","12","14","8","11"
"NM_001025010","504","701","604","428","417","448","507","555","425"
"NM_199388","1061","1194","1095","1107","1345","1435","842","851","752"
"NM_001011996","949","1062","1088","716","787","590","598","593","511"
"NM_138867","18","26","24","29","43","43","21","21","20"
"NM_031589","5682","6543","5358","3121","4149","1730","4158","3518","3500"
"NM_001108138","782","856","826","827","1043","1139","827","881","752"
"NM_001109523","0","0","0","0","0","0","0","0","0"
"NM_001034028","0","1","0","6","2","2","0","0","0"
"NM_001005528","580","637","615","1175","1681","1741","970","909","946"
"NM_001003708","228","233","216","262","354","370","237","253","258"
"NM_053303","25","35","29","24","50","34","57","23","25"
"NM_001106817","1166","1765","1349","812","907","801","1172","865","718"
"NM_001136141","0","0","0","0","0","0","0","0","0"
"NM_001191578","136","201","169","137","190","289","122","94","112"
"NM_001024760","443","393","346","336","356","386","536","516","441"
"NM_001109528","66","101","90","45","52","29","63","33","50"
"NM_001005546","2367","2404","2142","1047","715","448","635","848","784"
"NM_001077646","4","2","14","11","6","7","1","6","2"
"NM_001108140","9","13","16","8","9","18","3","9","9"
"NM_212516","3217","3904","3302","3081","2769","2897","3982","4268","3884"
"NM_207610","3978","4480","3987","4508","5841","5503","4341","4051","4017"
"NM_013169","6","4","6","0","4","8","0","0","4"
"NM_012877","0","0","0","2","0","2","0","0","0"
"NM_001106818","72","119","90","85","44","98","131","88","62"
"NM_001108760","43","60","57","76","71","83","62","66","49"
"NM_001108998","0","5","2","0","0","2","4","4","0"
"NM_057193","64","46","60","50","55","80","45","27","44"
"NM_001127528","0","0","0","0","0","0","0","0","0"
"NM_017349","2","1","0","0","0","0","0","0","0"
"NM_145717","6","4","9","3","4","11","6","5","5"
"NM_019204","554","545","559","298","338","291","410","480","449"
"NM_022387","640","586","571","1070","1252","1422","690","685","618"
"NM_031549","252","209","172","286","196","530","238","163","148"
"NM_001108142","6630","7820","7321","7808","8995","7610","4599","5098","4261"
"NM_001277264","0","1","1","2","1","1","1","1","1"
"NM_001137646","750","826","696","1594","2145","2473","1461","1340","1326"
"NM_012737","5582","9848","5576","2222","1198","1956","44","70","34"
"NM_001025277","194","212","224","224","196","297","220","265","188"
"NM_080576","153","172","134","43","33","53","51","54","34"
"NM_001037364","0","0","0","0","0","0","0","0","0"
"NM_001008326","780","714","749","1894","2486","3068","998","926","1017"
"NM_001134635","10","8","5","5","10","7","14","18","11"
"NM_001106819","639","1130","824","971","742","617","800","590","714"
"NM_001109293","232","350","257","228","266","253","284","259","162"
"NM_022189","0","0","0","0","0","0","0","0","0"
"NM_001024801","262","307","279","323","535","620","260","310","237"
"NM_153311","5","15","7","2","11","10","19","17","10"
"NM_001004246","38","33","32","62","60","101","68","42","39"
"NM_001014209","14","0","2","0","4","8","2","10","3"
"NM_001127503","435","511","404","567","704","900","491","499","437"
"NM_022541","437","502","467","770","848","884","707","692","592"
"NM_017220","297","318","303","261","202","286","327","375","335"
"NM_001191793","21","33","18","48","29","60","16","30","29"
"NM_001191106","46","43","39","12","15","21","14","28","29"
"NM_019165","83","94","145","66","53","102","49","39","57"
"NM_001127712","1687","2561","1770","318","125","194","569","633","381"
"NM_198788","3653","4267","3814","3588","3339","3210","4209","4481","3896"
"NM_012935","38","44","39","265","359","922","42","17","18"
"NM_001109559","371","368","291","646","800","662","501","465","407"
"NM_001108145","64","49","42","147","89","126","93","125","89"
"NM_001037654","847","1072","960","1167","1205","1280","938","1061","709"
"NM_001134636","17","1","8","4","12","8","22","17","12"
"NM_130431","2","11","4","11","4","23","11","2","2"
"NM_001025418","297","337","198","589","1008","1024","392","568","445"
"NR_031849","0","0","0","0","0","0","0","0","0"
"NR_031848","0","0","0","0","0","0","0","0","0"
"NM_001013176","0","0","0","0","0","0","0","0","0"
"NM_001109599","10","10","14","6","4","22","0","10","6"
"NM_213629","2","6","8","2","2","10","0","8","1"
"NM_017126","1443","1284","1188","1488","1267","1225","2214","2519","2108"
"NR_106701","0","0","0","0","0","1","0","0","0"
"NM_001108146","127","138","82","96","172","158","137","166","163"
"NM_001025123","858","1128","827","743","550","757","804","862","837"
"NM_001106821","427","528","498","432","680","433","433","447","565"
"NM_022683","312","350","304","336","406","414","369","379","431"
"NM_017075","6337","6855","6305","4747","3457","3709","37081","40360","34373"
"NM_001106822","4","2","2","34","21","32","38","48","29"
"NM_001108148","4","2","0","3","0","12","6","0","3"
"NM_001013247","0","0","0","0","0","0","0","0","0"
"NM_001015010","38","46","36","42","16","12","301","58","64"
"NM_053638","586","606","596","1300","1578","1601","1034","899","837"
"NM_001025411","208","247","183","145","205","213","203","199","131"
"NM_001105716","0","0","0","0","0","2","0","0","0"
"NM_001106823","479","556","386","413","485","271","639","406","382"
"NM_052805","0","0","0","0","0","0","0","0","0"
"NM_017281","2121","2113","2002","3170","3701","3924","3535","3894","3316"
"NM_017078","33","32","43","9","10","9","4","12","14"
"NM_001037770","759","715","714","1117","1452","1529","782","894","775"
"NM_001191109","3","4","4","10","50","4","47","18","34"
"NM_020471","0","0","0","0","0","0","0","0","0"
"NM_001009668","6415","6848","6259","7939","6267","6805","9894","10573","9290"
"NM_017132","170","186","207","189","342","289","163","174","220"
"NM_001106824","52","44","46","33","62","89","31","37","43"
"NM_001005547","280","224","276","194","156","266","152","146","176"
"NM_001100722","0","4","2","4","0","0","2","0","2"
"NM_001127488","570","807","618","608","806","780","656","582","660"
"NM_001108151","0","0","0","0","0","0","2","0","0"
"NM_001108152","321","315","270","563","560","582","490","360","364"
"NM_031022","16","8","10","12","10","19","12","2","12"
"NM_001004270","175","169","185","181","225","269","186","170","213"
"NM_139256","1244","1573","1332","1396","1706","1694","1554","1468","1472"
"NM_001025754","230","237","254","217","197","240","189","172","129"
"NM_001108762","350","383","312","455","496","543","401","408","373"
"NM_001108761","1017","864","944","706","889","1041","1026","942","849"
"NM_001025011","496","374","522","587","472","642","401","571","571"
"NM_001108763","188","170","209","314","237","297","252","271","212"
"NM_001108764","82","75","65","63","74","77","49","52","54"
"NM_001012124","24","26","38","14","4","18","22","14","12"
"NM_145783","1553","1956","1698","1782","2007","2338","2421","2574","2013"
"NM_001004081","72","119","95","100","128","189","118","106","52"
"NM_001030039","1288","1513","1285","1380","1549","1405","1570","1364","1533"
"NM_001271135","156","200","147","136","171","200","186","175","165"
"NM_001109295","0","0","0","0","0","0","0","0","2"
