"gene_id","SRR1177997","SRR1177999","SRR1178002","SRR1178014","SRR1178021","SRR1178047","SRR1177963","SRR1177964","SRR1177965"
"NM_053403","647","644","713","369","296","289","1026","1119","760"
"NM_001047897","606","694","677","547","606","509","566","675","497"
"NM_001007011","80","115","68","73","123","94","133","146","168"
"NM_001017960","59","100","64","39","29","37","55","34","36"
"NM_145775","16","12","9","4","3","0","24","29","25"
"NM_001034079","807","920","791","919","922","1193","621","735","684"
"NM_001108297","0","0","0","0","3","4","0","0","0"
"NM_031134","102","103","94","50","35","51","121","170","129"
"NM_001113422","192","159","162","87","174","81","363","358","311"
"NM_017104","0","0","0","0","0","0","0","0","0"
"NM_001008281","2413","2553","2504","3602","4186","3787","2844","3252","2643"
"NM_001107048","1177","1033","1118","1051","1155","1308","962","901","840"
"NM_001191825","149","158","126","102","172","167","95","135","86"
"NM_147144","432","506","540","547","815","1073","584","605","574"
"NM_022183","107","242","97","228","135","677","358","241","140"
"NM_031528","732","755","724","376","516","489","369","376","396"
"NM_199489","13","12","7","0","9","20","8","0","8"
"NM_001024881","2","5","2","4","2","1","6","3","6"
"NM_001004274","33094","36451","31269","26858","34548","21674","23356","20625","22195"
"NM_001024993","903","960","778","731","1105","1194","796","821","628"
"NM_001004131","0","0","0","0","0","2","0","0","0"
"NM_001008761","2","9","2","2","1","6","0","4","5"
"NM_001008760","0","6","2","0","3","0","3","0","2"
"NM_001008823","0","0","0","0","0","0","0","0","0"
"NM_001008822","0","0","0","0","0","0","0","0","0"
"NM_001008824","0","0","0","0","0","0","0","0","0"
"NM_001008804","169","219","131","58","58","67","77","134","88"
"NM_001008753","6","2","2","4","5","0","1057","1010","1080"
"NM_001004130","2","0","0","0","0","0","0","0","0"
"NM_001025135","0","0","0","0","0","0","0","0","0"
"NM_001008821","0","0","0","0","0","0","0","0","0"
"NM_001109409","0","0","0","0","0","0","0","0","0"
"NM_001008817","0","0","0","0","0","0","0","0","0"
"NM_001008819","0","0","0","0","0","0","0","0","0"
"NM_001008758","0","0","0","0","0","0","0","0","0"
"NM_001008757","0","0","0","0","0","0","0","0","0"
"NM_001008818","0","0","0","0","0","0","0","0","0"
"NM_199498","128","102","71","65","60","108","54","52","50"
"NM_001008820","0","0","0","0","0","0","0","0","0"
"NM_001004022","0","0","0","0","0","0","0","0","0"
"NM_001004021","0","0","0","0","0","0","0","0","0"
"NM_001008759","0","0","0","0","0","0","0","0","0"
"NM_001008816","0","0","0","0","0","0","0","0","0"
"NM_212545","0","0","0","0","0","0","0","0","0"
"NM_001008750","0","0","0","0","0","0","0","0","0"
"NM_001008751","6","0","0","0","2","2","2","0","0"
"NM_001105837","1317","1260","1170","1659","2321","2095","1466","1373","1465"
"NM_001008752","0","0","0","0","0","0","0","0","0"
"NM_031047","2140","2496","2354","1965","1572","1758","1462","1511","1148"
"NM_024133","0","0","0","0","0","2","1","0","1"
"NM_177982","0","0","0","0","0","0","0","0","0"
"NM_012849","0","0","0","0","0","0","0","0","0"
"NM_021581","10","16","8","6","12","8","10","8","4"
"NM_001014120","68","46","60","57","36","62","40","30","33"
"NM_001007723","144","134","100","200","252","372","319","274","281"
"NM_001107049","103","169","90","81","254","120","41","35","35"
"NM_001111095","0","0","0","0","0","0","0","0","0"
"NM_001105838","127","108","90","102","162","104","100","119","139"
"NM_016987","45","23","16","43","27","25","13","24","12"
"NM_001108835","1","0","0","2","0","8","1","2","0"
"NM_213625","1004","1029","1053","1166","1589","1753","1269","1355","1242"
"NM_001098788","327","450","344","179","258","534","164","96","232"
"NM_001105839","200","254","226","313","372","401","269","304","184"
"NM_001107050","429","467","523","885","1078","1349","687","710","530"
"NM_053630","4","0","1","3","4","0","0","6","1"
"NM_022380","1191","1494","1208","941","881","1099","870","948","972"
"NM_001191651","223","208","239","224","248","402","145","125","97"
"NM_013179","1","0","0","0","0","0","1","0","2"
"NM_012747","2807","2688","3034","3042","6886","4632","2267","2065","3821"
"NM_017064","341","489","480","372","439","530","238","229","285"
"NM_001105841","118","194","145","117","128","179","87","103","74"
"NM_001034109","409","450","398","487","500","654","404","498","398"
"NM_012851","10","20","6","6","4","12","4","0","6"
"NM_001135804","1903","1861","1709","1677","1484","1615","1750","1832","1533"
"NM_145778","340","446","365","600","703","817","431","416","357"
"NM_134458","53","64","61","61","84","82","60","80","65"
"NM_001034112","1184","1723","1524","2123","1998","2091","1590","1522","1378"
"NM_001006954","1495","1946","1618","1688","1722","1517","1613","1635","1518"
"NM_001108836","0","8","6","2","2","0","0","0","2"
"NM_031646","141","185","177","150","152","119","154","113","64"
"NM_001173451","915","995","930","1373","1522","1574","834","911","806"
"NM_032061","22","57","28","21","20","22","30","26","34"
"NM_001107051","547","651","512","672","787","968","615","498","513"
"NM_001109047","364","423","380","832","1078","1291","388","412","466"
"NM_001037202","79","159","121","84","88","110","67","67","34"
"NM_175579","19","18","26","37","41","44","35","24","13"
"NM_013098","18289","9358","8975","1181","1958","1036","11019","6028","7174"
"NM_053739","0","2","0","0","0","1","0","0","0"
"NM_031582","158","120","104","140","228","165","168","114","120"
"NR_033180","50","48","52","59","29","64","49","74","64"
"NM_001034117","0","0","0","0","0","0","0","0","0"
"NM_001011894","1042","1037","960","1440","2402","2490","1290","1259","1291"
"NM_022514","1055","1041","1059","2193","2979","3156","1482","1467","1555"
"NM_001033683","4527","4408","5094","3833","5093","6927","2235","2675","2084"
"NM_001010953","929","807","949","352","272","235","211","316","304"
"NM_001009625","820","672","770","516","436","746","613","551","712"
"NM_001024765","7033","7750","6957","4465","7055","5893","7477","7636","7174"
"NM_001024967","139","144","113","202","233","430","111","109","134"
"NM_001105842","151","187","157","131","104","108","167","144","144"
"NM_001108299","0","4","0","4","3","6","14","14","17"
"NM_001047844","469","429","474","490","660","755","453","454","452"
"NM_001108837","0","2","2","4","0","0","0","2","0"
"NM_030584","29","13","21","12","9","46","7","3","11"
"NM_053668","69","92","81","100","79","76","58","65","82"
"NM_001134601","0","0","0","1","4","3","3","1","0"
"NM_001173376","1708","3021","2112","3097","3809","3613","1445","1300","1273"
"NM_001034080","0","0","0","0","0","0","0","0","0"
"NM_012626","0","0","0","0","0","0","0","0","0"
"NM_053513","7","6","6","3","6","5","4","0","2"
"NM_001107053","1914","2065","2391","1925","1731","1621","1461","1197","1198"
"NM_001191650","262","299","253","285","330","408","198","225","160"
"NM_001017988","12","19","6","24","19","32","24","11","6"
"NM_053450","1204","1231","1265","1203","1075","1258","810","739","694"
"NM_176077","143","127","146","232","375","453","188","195","166"
"NM_001105843","1210","1218","1041","1359","1456","1688","1121","1304","1023"
"NM_001031651","1016","1101","1007","852","904","1037","806","940","754"
"NM_012651","150","295","168","114","123","142","117","171","173"
"NM_001105723","0","0","0","0","0","0","0","0","0"
"NM_001127690","6","5","6","27","9","19","10","14","13"
"NM_001145842","0","0","0","0","0","0","0","0","0"
"NM_001024792","3955","4310","3848","6456","7958","9702","3713","3667","3455"
"NM_017113","212","243","245","266","248","342","235","177","196"
"NM_198758","8","19","19","32","58","68","20","10","19"
"NM_172035","12","6","16","4","4","12","6","2","4"
"NM_001100728","276","322","303","397","499","571","290","275","281"
"NM_001105844","0","0","2","0","0","0","2","0","0"
"NM_017009","58","75","52","49","25","59","58","42","52"
"NM_001108838","0","0","0","0","0","0","0","0","0"
"NM_001039019","26","40","20","46","38","113","84","55","19"
"NM_001109049","0","4","2","4","4","8","3","2","2"
"NM_001013861","0","0","0","0","0","0","0","0","0"
"NM_148891","1357","1406","1352","1877","2528","2516","1673","1711","1418"
"NM_001007724","379","581","440","485","815","1038","439","407","409"
"NM_001105846","190","153","264","132","120","240","113","70","94"
"NM_001107054","102","127","115","71","70","85","87","72","53"
"NM_001012013","619","782","685","598","355","531","222","256","129"
"NM_001025136","1498","1470","1588","697","842","669","770","843","670"
"NM_001005531","0","0","0","0","4","0","0","0","0"
"NM_001108301","169","198","165","364","407","454","215","271","223"
"NM_001009677","1000","1184","834","866","1083","969","772","715","660"
"NM_001135833","0","0","0","0","0","0","0","0","0"
"NM_001109481","2","0","0","0","0","0","0","0","0"
"NM_031685","1348","1461","1416","2082","2912","3343","1341","1565","1425"
"NM_001107055","34","66","54","45","34","136","38","39","22"
"NM_024150","197","260","204","270","282","338","185","165","193"
"NM_001105847","0","0","0","0","0","0","0","0","0"
"NM_001013972","0","2","0","6","2","0","0","0","0"
"NM_001108839","220","288","236","404","488","666","328","313","271"
"NM_001024687","34","43","36","28","12","42","31","6","20"
"NM_001258237","0","2","0","0","0","0","0","0","0"
"NM_001107056","124","174","109","110","98","250","114","117","119"
"NM_012544","20","18","8","24","38","28","24","14","16"
"NM_001107058","846","1056","919","735","812","886","628","657","605"
"NM_001107057","1117","1052","1149","856","985","1141","808","802","738"
"NM_001108302","149","206","166","200","284","249","211","294","216"
"NM_001107059","1357","1472","1166","1356","1677","1840","1275","1341","1276"
"NM_001012014","398","423","368","966","1523","1746","737","696","718"
"NM_031983","922","1029","897","883","1093","1218","920","860","841"
"NM_031149","1501","1328","1591","2585","3087","3102","2092","2237","2008"
"NM_001013974","3275","4058","3621","4660","6592","6547","3564","3566","3608"
"NM_182820","178","176","158","214","270","327","197","210","205"
"NM_001025715","154","120","154","93","78","163","54","84","74"
"NM_133533","20","28","16","9","10","26","16","25","16"
"NM_001034848","0","0","0","0","0","0","0","0","0"
"NM_013178","2","2","0","2","4","0","4","2","0"
"NM_001007725","227","199","228","139","133","213","130","110","92"
"NM_031591","210","327","239","238","257","247","215","248","145"
"NM_001107060","366","423","505","402","503","305","318","461","473"
"NR_128673","138","181","198","129","106","100","175","146","127"
"NM_021585","2","0","1","4","0","4","0","0","2"
"NM_001013862","344","369","342","261","310","401","453","461","410"
"NM_001007613","9282","11561","10483","9335","10577","10796","10835","11366","10687"
"NM_001109050","161","214","211","256","299","231","170","146","207"
"NM_053483","0","0","0","0","0","0","0","0","0"
"NM_001270802","0","0","0","0","0","0","0","0","0"
"NM_001047898","898","1119","1159","320","2585","3317","2103","1383","1983"
"NM_001005875","1143","1206","1170","1777","2533","2280","1679","1834","1652"
"NM_019255","0","0","0","0","0","0","0","0","0"
"NM_080692","3","6","6","0","4","4","0","2","4"
"NM_080693","0","0","0","0","0","0","0","0","0"
"NM_001009626","96600","103461","89068","55828","40608","34017","67901","76304","60311"
"NM_019224","4","2","0","0","0","2","0","2","1"
"NM_001127297","304","386","349","355","504","550","238","211","146"
"NM_001014121","715","654","725","666","740","889","649","736","613"
"NM_198760","103","150","143","353","694","758","398","283","395"
"NM_001012237","686","1082","704","619","760","516","551","643","389"
"NM_013181","353","453","413","168","457","495","355","354","301"
"NM_001134497","0","0","2","4","2","0","0","0","0"
"NM_053314","6","4","7","11","14","4","16","4","4"
"NM_017296","12","30","20","7","13","29","25","16","10"
"NM_080403","22","22","20","28","4","43","28","18","24"
"NR_031941","0","0","0","0","0","0","0","0","0"
"NM_019348","0","2","2","0","0","0","0","0","0"
"NM_001107063","285","249","321","143","261","265","221","332","274"
"NM_001034958","445","518","466","619","556","803","521","477","420"
"NM_001005532","153","154","153","139","144","195","137","148","141"
"NM_001108303","36","34","47","47","18","60","24","22","18"
"NM_001077592","5","11","1","11","40","40","14","7","15"
"NM_001134534","0","0","0","0","0","0","0","0","0"
"NM_001271202","2","2","0","0","0","2","0","0","0"
"NM_001007726","0","0","0","0","0","2","0","0","0"
"NM_001167664","4","2","0","4","2","2","2","2","1"
"NM_001205348","103","132","135","104","130","156","70","53","98"
"NM_001191591","1515","1671","1452","1051","688","891","784","776","533"
"NM_001202463","89","145","182","86","85","128","74","72","86"
"NM_001168285","25","28","15","11","14","59","28","3","13"
"NM_001168284","42","54","49","28","45","65","23","18","32"
"NM_001025111","380","532","367","432","570","772","496","474","469"
"NM_001166577","4","0","3","0","6","6","0","2","2"
"NM_001191655","262","266","293","353","413","418","202","195","159"
"NM_012575","12","8","2","122","112","376","337","241","350"
"NM_001107064","2285","2932","2403","2748","2190","1782","2409","2073","1819"
"NM_024153","426","504","451","389","257","345","456","446","462"
"NM_001134835","339","352","320","458","747","825","421","361","330"
"NM_001105851","0","0","0","0","0","0","0","0","0"
"NM_001304290","271","257","243","694","2522","2861","203","117","164"
"NM_001105850","0","0","0","0","0","0","0","0","0"
"NM_001191656","444","455","426","654","735","836","487","564","473"
"NM_001105852","0","0","0","0","0","0","0","0","0"
"NM_001271189","31","48","29","55","43","41","18","12","16"
"NM_001109568","2","0","0","291","235","338","371","683","243"
"NM_001127522","94","116","90","125","140","167","147","116","95"
"NM_001005876","292","264","214","490","466","792","259","248","234"
"NM_001014122","668","669","681","826","896","939","778","719","617"
"NM_001108304","306","297","343","467","467","617","191","274","187"
"NM_001100471","779","738","628","1132","1266","1261","873","1040","810"
"NM_001007674","101","85","89","157","213","230","146","130","102"
"NM_001025401","269","284","261","362","449","621","282","339","263"
"NR_037369","33","35","26","15","17","21","25","21","30"
"NM_001127549","1934","2711","2210","2126","1990","2235","2117","1721","1763"
"NM_001163002","0","0","0","0","0","0","0","0","0"
"NM_001109576","276","224","210","257","328","347","251","244","241"
"NM_001277479","2","0","2","2","2","2","4","2","2"
"NM_001108305","288","286","298","598","718","751","393","373","308"
"NM_053985","4434","4805","3939","3686","5348","4869","4489","4419","3910"
"NM_013180","88","38","52","49","76","69","72","48","66"
"NM_001008282","1818","1977","1596","2922","2604","2924","2304","2518","2036"
"NM_001135714","802","763","677","769","923","1076","632","503","619"
"NM_138844","66","71","61","49","42","62","32","32","52"
"NM_017340","9613","10613","9956","11920","11735","10376","136230","174117","135291"
"NM_001109585","328","306","237","342","375","1104","250","238","161"
"NM_138975","1076","1271","1094","1302","1473","1441","1081","1285","1009"
"NM_001009369","614","572","509","1142","1409","1652","614","750","612"
"NM_001108840","1615","1859","1582","2320","3856","3155","1653","1641","1491"
"NM_022691","662","789","615","724","807","906","728","611","633"
"NM_001107066","4","0","10","2","2","6","6","6","9"
"NM_001108307","55","61","54","46","38","71","205","268","185"
"NM_019172","8","29","29","24","17","14","16","16","16"
"NM_022545","1979","1939","1883","1397","1222","1701","1321","1612","1139"
"NR_133650","0","0","2","0","0","0","0","0","0"
"NM_001270807","0","0","0","0","0","0","0","0","0"
"NM_001270808","0","0","0","0","0","0","0","0","0"
"NM_001270811","0","0","0","0","0","0","0","0","0"
"NM_001270810","0","0","0","0","0","0","0","0","0"
"NM_001270809","0","0","0","0","0","0","0","0","0"
"NM_133386","0","0","0","0","0","0","2","0","0"
"NM_001031652","32","12","21","26","31","23","32","17","26"
"NM_130744","183","148","140","190","210","242","134","91","106"
"NM_012818","0","0","0","0","0","2","0","0","0"
"NM_001107067","0","0","0","6","3","1","0","0","0"
"NM_001270834","0","0","0","0","0","0","0","0","0"
"NM_001012143","135","136","129","254","425","419","212","236","211"
"NM_001105859","0","0","0","0","0","0","0","0","0"
"NM_001008283","237","283","239","221","216","262","203","258","198"
"NM_001108308","346","385","360","436","779","689","354","297","313"
"NM_001108309","220","279","281","223","249","353","228","255","184"
"NM_053565","41","134","117","96","106","119","124","94","145"
"NM_053910","99","102","98","112","139","124","124","103","125"
"NM_001017481","0","0","0","0","0","0","0","1","0"
"NM_021989","302","371","269","112","152","191","153","138","141"
"NM_001134498","0","0","1","1","2","1","0","0","1"
"NM_001007675","236","341","239","207","261","281","256","152","214"
"NM_144754","797","966","768","768","855","948","665","729","612"
"NM_001107070","297","408","373","340","548","473","362","405","353"
"NR_031783","0","0","0","0","0","0","0","0","0"
"NR_037349","0","0","0","0","0","0","0","0","0"
"NM_057196","379","525","490","476","630","524","555","662","579"
"NM_001105856","324","355","292","348","496","482","319","301","249"
"NM_001108310","237","243","269","245","272","266","296","253","238"
"NM_001100729","524","656","630","541","603","615","427","435","328"
"NR_037344","2","0","0","0","0","0","2","0","0"
"NM_001195482","235","216","214","218","205","215","176","204","182"
"NR_037395","0","0","0","0","0","0","0","0","0"
"NM_001107072","4","10","8","16","9","14","7","2","11"
"NM_001127449","260","386","343","404","904","1423","431","414","379"
"NM_019387","429","472","408","612","830","898","403","357","347"
"NM_133418","3306","5226","4703","5152","5867","4037","2831","2855","2292"
"NM_001108311","258","231","229","317","543","595","418","272","286"
"NM_172092","0","0","0","0","0","0","0","0","0"
"NM_172091","160","182","166","117","152","138","117","102","91"
"NM_012998","43961","49578","42975","60782","67083","73427","16541","19554","16418"
"NM_001029900","1151","1076","1015","1920","2084","2170","1653","1502","1337"
"NM_001105858","2","0","2","1","0","2","4","0","2"
"NR_073147","0","0","0","0","0","0","0","0","0"
"NM_001109602","482","518","379","702","910","1039","569","502","406"
"NM_001107073","422","418","388","422","616","628","311","323","353"
"NM_022386","487","437","424","627","770","791","363","379","330"
"NM_053568","8459","10277","9672","7832","4511","4611","4686","5786","4672"
"NM_001128185","4","0","4","6","2","0","2","6","4"
"NM_001013975","1513","1846","1637","1075","298","256","136","154","100"
"NM_153293","0","0","0","4","0","4","4","4","0"
"NM_001105857","36","32","26","171","406","467","27","18","29"
"NM_001126082","527","551","403","545","491","466","382","435","392"
"NM_139060","2179","2605","2781","2418","2604","3417","2462","2343","2120"
"NM_030834","14","15","11","15","13","42","15","17","21"
"NM_001107074","52","30","62","24","38","49","32","19","22"
"NM_001013043","195","270","229","272","296","354","166","145","139"
"NM_199082","349","421","320","429","290","292","299","392","240"
"NM_001109622","0","0","0","0","0","0","0","0","0"
"NM_053290","1696","2116","2054","2440","3594","3924","2096","1990","1984"
"NM_020537","0","0","0","0","0","0","2","0","0"
"NM_001013976","256","292","273","300","323","373","350","296","302"
"NM_001017482","0","0","0","0","0","0","0","0","0"
"NM_001034959","495","560","529","604","893","1052","373","433","368"
"NM_001142562","639","716","629","346","384","533","826","803","684"
"NM_001107075","486","387","489","740","712","806","541","730","608"
"NM_001039587","432","452","421","521","671","757","437","395","412"
"NM_001107076","208","270","271","130","96","86","141","161","138"
"NM_001271364","916","1147","991","992","1319","1482","698","944","874"
"NM_001107077","358","485","459","329","359","349","302","417","373"
"NM_001109051","111","139","70","40","16","33","12","21","25"
"NM_001105880","367","278","254","247","260","246","137","144","208"
"NM_130821","58","50","57","48","22","43","22","49","36"
"NM_022188","96","159","119","85","95","109","44","71","58"
"NM_001105893","0","0","0","0","0","0","0","0","0"
"NM_001271316","1","2","4","6","8","3","5","6","7"
"NM_001006990","1616","1980","1963","1701","1474","1717","2269","2039","1907"
"NM_001013866","96","95","88","180","241","256","150","161","195"
"NM_001105882","0","0","0","0","0","0","0","0","0"
"NM_001172090","2","0","0","4","0","0","0","0","0"
"NM_017242","16","28","14","19","8","21","6","6","6"
"NM_001013865","396","359","347","530","985","783","317","282","331"
"NM_001191657","56","79","60","66","33","30","25","24","8"
"NM_001107086","34","42","42","39","49","38","35","29","44"
"NM_130814","4","3","9","3","6","4","0","12","4"
"NM_032062","573","962","689","744","869","873","923","1068","801"
"NM_031615","458","487","445","523","721","666","570","482","488"
"NM_001035249","551","479","502","572","893","782","695","708","690"
"NM_001108320","0","0","0","0","0","0","0","0","0"
"NM_013126","10","10","16","12","8","6","8","4","6"
"NM_053842","1498","1730","1406","1969","1965","2040","1906","1875","1922"
"NM_031564","13","21","30","29","4","16","40","51","45"
"NM_001047102","0","0","2","0","0","0","0","0","0"
"NM_001100502","6018","8981","6537","7304","7870","8497","4292","4341","3390"
"NM_032106","121","85","64","97","78","94","65","85","76"
"NM_001100560","946","1430","1054","1471","1120","1591","613","751","684"
"NM_001107114","876","977","930","1090","1351","1441","916","859","791"
"NM_001105895","0","0","0","0","0","0","0","0","0"
"NM_203409","2","10","4","6","0","2","6","0","8"
"NM_019288","3241","3816","3074","14219","21963","25260","2799","2834","2691"
"NM_001024235","1555","1845","1636","1411","1713","1549","1805","1683","1764"
"NM_001111117","0","0","0","0","0","0","0","0","0"
"NM_001111114","0","0","0","0","0","0","0","0","0"
"NM_017241","0","0","0","0","0","0","0","0","0"
"NM_001037347","621","604","524","569","805","814","676","646","636"
"NM_001100558","60","43","58","38","24","40","46","30","52"
"NM_001191662","4","2","4","4","6","8","0","4","2"
"NM_053476","393","513","484","365","494","504","457","493","449"
"NM_001136096","23","21","10","13","26","17","33","38","31"
"NM_019227","88","104","92","98","97","104","79","70","72"
"NM_001013044","26","39","56","38","62","72","34","54","42"
"NM_017325","11","2","22","10","24","42","14","8","8"
"NM_001191660","296","365","211","404","337","662","414","386","302"
"NM_001107108","4","0","0","1","1","5","2","3","2"
"NM_001107109","523","690","563","819","713","1078","731","779","636"
"NM_013002","0","0","0","0","0","0","0","0","0"
"NM_133587","2","2","0","4","0","0","2","0","0"
"NM_001270538","0","0","0","0","0","0","0","0","0"
"NM_001107102","2","8","2","2","0","4","0","0","0"
"NM_001002802","88","163","142","118","80","79","95","80","73"
"NM_199391","2350","2810","2206","1223","968","1104","927","1048","818"
"NM_001001102","0","0","0","0","0","0","0","0","0"
"NM_138897","6","10","12","5","3","6","37","52","16"
"NM_001107100","57","119","96","87","110","84","58","63","36"
"NM_001350002","14","10","19","8","4","8","10","6","0"
"NM_139088","2","0","2","2","2","2","2","0","2"
"NM_001109435","10","16","10","14","8","26","4","4","10"
"NM_001107097","439","340","391","441","729","637","712","585","540"
"NM_001105888","264","325","313","217","232","226","291","293","233"
"NM_133601","218","280","293","276","428","318","383","468","418"
"NM_031753","1600","1474","1432","1210","1555","1423","778","670","642"
"NM_001107093","219","207","182","303","328","589","514","407","380"
"NM_001079938","131","149","98","109","182","126","84","114","98"
"NM_001025032","2","10","14","4","4","11","2","8","9"
"NM_001008762","0","0","0","0","2","0","0","0","0"
"NM_001100653","6","18","10","20","30","6","57","19","44"
"NM_017140","0","0","0","0","0","0","0","0","0"
"NM_017195","0","0","0","0","0","0","0","2","2"
"NM_001013120","1088","1351","1045","1203","1364","1902","710","821","626"
"NM_001105879","168","368","283","270","259","246","160","258","193"
"NM_032080","364","389","348","415","485","531","310","354","311"
"NM_001012145","8661","9712","10235","4716","2363","3318","5010","6253","4007"
"NM_138885","1842","2282","1857","1774","3157","2932","1797","1842","1861"
"NM_001271250","57","100","95","72","11","88","112","53","119"
"NM_172047","0","0","4","0","0","2","2","2","0"
"NM_001105878","30","33","14","22","34","70","62","20","15"
"NM_001012017","487","591","582","611","628","703","716","704","615"
"NM_001107091","3","6","0","6","9","14","8","2","6"
"NM_198726","595","647","513","646","761","901","589","600","439"
"NM_001105874","3730","4110","3979","2424","2536","2342","3063","2783","2633"
"NM_022600","313","299","360","182","270","248","202","186","201"
"NM_153625","0","8","0","0","32","49","8","7","7"
"NM_147139","1816","2053","1903","1555","1933","1870","2257","2042","1572"
"NM_001127550","910","767","706","1047","1101","1384","639","655","645"
"NM_001107087","5","6","7","0","3","3","6","2","11"
"NM_022712","2646","2219","2734","5530","11557","4700","2285","2536","2078"
"NM_001109525","827","1021","850","899","926","1075","722","784","667"
"NM_001100651","320","440","299","380","391","638","271","329","353"
"NM_012788","663","731","645","627","699","826","490","513","436"
"NM_001034006","544","598","467","784","1056","926","495","534","587"
"NM_133585","1789","1992","1740","2076","2441","2461","1909","2091","1774"
"NM_001191658","0","0","0","0","0","0","0","0","2"
"NM_001109056","642","599","600","554","597","656","457","399","380"
"NM_012968","18","13","31","35","22","44","12","15","17"
"NM_001167840","6","2","2","6","2","10","2","0","0"
"NM_001025627","36","97","107","64","78","68","55","50","37"
"NM_001127344","0","0","0","0","0","0","0","0","0"
"NM_001127343","0","0","0","0","0","0","0","0","0"
"NM_001127342","0","0","0","0","0","0","0","0","0"
"NM_019221","0","0","0","0","0","0","0","0","0"
"NM_001127341","0","0","0","0","0","0","0","0","0"
"NM_001127339","0","0","0","0","0","0","0","0","0"
"NM_001013864","79","72","61","70","86","56","59","51","86"
"NM_022257","9410","6543","5785","5890","5457","4233","3929","4094","5045"
"NM_001008335","4133","4787","4331","6051","6155","6127","6852","6821","6711"
"NM_001013978","225","315","257","273","419","417","541","453","503"
"NM_001107082","91","104","122","128","76","112","66","52","70"
"NM_001270599","0","0","0","0","0","0","0","0","0"
"NM_001270598","0","0","0","0","0","0","0","0","0"
"NM_001011896","1129","1400","1191","1451","2228","2028","1256","1482","1302"
"NM_001105867","38","38","42","24","30","40","25","26","14"
"NM_181473","2668","2496","2285","2469","2262","2645","2563","2698","2719"
"NM_022584","772","851","755","1024","627","745","793","748","587"
"NM_001108323","195","268","222","335","324","264","336","258","248"
"NM_001108322","2","3","2","0","2","8","2","0","0"
"NM_001012472","211","197","189","220","273","376","213","138","161"
"NM_053810","1262","1441","1239","2722","2905","4056","1246","1166","1287"
"NM_001108325","1044","1128","1109","1307","1925","2108","974","922","1001"
"NM_001107079","466","468","467","723","797","878","541","633","544"
"NM_001024740","0","0","0","0","0","0","0","0","0"
"NM_022301","951","1160","952","1819","2294","2735","1255","1113","1264"
"NM_053655","526","599","601","651","908","964","666","637","670"
"NM_001100988","57","63","57","46","62","53","100","69","59"
"NM_001034960","0","0","0","0","0","0","0","0","0"
"NM_001105900","1236","1180","1253","1156","1024","1304","1037","1241","1102"
"NM_001005552","156","156","174","130","139","192","130","140","115"
"NM_021857","0","0","0","0","0","2","0","0","0"
"NM_013008","0","0","2","0","2","0","0","0","2"
"NM_001025016","597","639","427","324","288","267","405","366","318"
"NM_001105898","0","0","0","0","2","0","0","0","0"
"NM_001105899","0","0","0","0","0","0","0","0","0"
"NM_019271","811","836","724","968","1650","1319","695","713","730"
"NR_031803","0","0","0","0","0","0","0","0","0"
"NR_031870","0","0","0","0","0","0","0","0","0"
"NR_037386","0","0","1","0","0","0","0","0","0"
"NR_031856","0","0","0","0","0","0","0","0","0"
"NM_053570","644","911","753","1056","1099","1363","743","829","740"
"NM_019290","31","36","42","146","184","473","46","70","55"
"NM_001108312","134","171","171","202","278","185","128","120","88"
"NM_001105894","19","33","22","15","12","26","14","6","17"
"NM_001108841","803","777","742","972","1171","1248","980","996","862"
"NM_053602","1729","2135","1877","2107","2360","2336","2558","2570","2259"
"NM_001034004","546","702","680","354","492","456","276","491","438"
"NM_001013980","356","340","611","451","384","234","110","276","220"
"NM_198761","31","37","17","23","8","25","38","55","27"
"NM_024400","757","671","532","698","618","770","233","309","230"
"NM_001191592","161","160","134","198","236","231","150","229","185"
"NM_001105897","2208","2325","2096","4438","5528","6747","3162","3602","3214"
"NM_001100501","959","1054","931","1360","1935","1953","1139","1092","1107"
"NM_001100559","624","642","591","701","619","738","565","581","423"
"NM_001013979","34","42","22","34","18","14","16","20","18"
"NM_001107113","765","913","867","1158","1351","2028","532","680","674"
"NM_001037774","3","0","2","6","0","2","4","4","0"
"NM_001107112","0","0","0","2","0","0","0","0","0"
"NM_001105896","0","0","0","0","0","0","0","0","0"
"NM_001109325","0","0","0","0","0","0","0","0","0"
"NM_001109326","0","0","0","0","0","0","0","0","0"
"NM_001195612","0","0","0","0","0","0","0","0","0"
"NM_001109424","0","0","0","0","0","0","0","0","0"
"NM_001145002","0","0","0","0","0","0","0","0","0"
"NM_017050","12810","16606","14950","15626","13817","13930","15403","17531","13717"
"NM_001127523","8","4","33","69","6","33","38","94","2"
"NM_001135834","0","6","2","0","6","2","2","2","0"
"NM_001191661","421","438","380","559","955","1289","634","637","661"
"NM_001008288","511","581","517","834","927","1029","735","606","628"
"NM_001109052","2","0","0","0","0","0","0","0","2"
"NM_021770","0","0","0","0","0","0","0","0","0"
"NM_001100557","0","0","0","0","0","0","0","0","0"
"NR_133666","6","4","4","2","6","15","4","0","4"
"NM_001107111","224","279","276","311","406","645","228","296","258"
"NM_001108313","405","435","380","623","637","1052","426","485","415"
"NM_001025014","323","366","357","710","695","725","264","287","381"
"NM_001014124","231","220","158","210","219","223","207","221","128"
"NM_001170328","97","70","56","85","86","77","58","72","48"
"NM_001170327","531","453","581","311","585","526","546","557","523"
"NM_001011899","393","400","394","827","1285","1545","691","844","808"
